"","title","...5","...6","...7","...8","...9","...10"
"86","PROMINENT BUSINESS, CIVIC LEADER DIES AT 65","DOC_ID:  722.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  18-02-1994 
 LOCATION:  CENTRUM, Tethys 
 
 
After four years of diminishing health following a major heart attack, Sten Sanjorge, Sr. has died.
Sanjorge, Sr., 65, of Centrum, Tethys was President Emeritus of GAStech International having founded the company in 1961. is survived by his wife Ingrid Sanjorge and his son Sten Sanjorge, Jr.
 
","DOC_ID:  750.txt 
 SOURCE:  The World 
 AUTHOR:   
 PUBLISHED:  17-02-1994 
 LOCATION:  CENTRUM, Tethys 
 
 
After four years of diminishing health following a major heart attack, Sten Sanjorge, Sr. died early Friday morning. 
Sanjorge, Sr., 65, of Centrum, Tethys was President Emeritus of GAStech International having founded the company in 1961. In addition to his role at GAStech International was the chairman of the Centrum Chamber board of directors and member of the Centrum Children's Hospital Board of Trustees. 
""Sten has always been a champion for the children of Tethys,"" said Hospital President Willem Gracias. ""He was a true servant leader and endlessly worked to drive our institution forward. Sten will truly be missed and we ask that everyone keep the Sanjorge family in their thoughts and prayers.""
Sanjorge, Sr. is survived by his wife Ingrid Sanjorge and his son Sten Sanjorge, Jr.
""A great light in this world has been extinguished, yet he still casts a shadow,"" said Sanjorge, Jr. ""I vow to lead our company forward with a renewed vision and dignity that will honor my father's life and work."" 
","DOC_ID:  137.txt 
 SOURCE:  Who What News 
 AUTHOR:   
 PUBLISHED:  18-02-1994 
 LOCATION:  CENTRUM, Tethys 
 
 
CENTRUM, Tethys - After four years of diminishing health following a major heart attack, Sten Sanjorge, Sr.  
Sanjorge, Sr., 65, of Centrum, Tethys was President Emeritus of GAStech International having founded the company in 1961. In addition to his role at GAStech International was the chairman of the Centrum Chamber board of directors and member of the Centrum Children's Hospital Board of Trustees.  
""Sten has always been a champion for the children of Tethys,"" said Hospital President Willem Gracias. Sten will truly be missed and we ask that everyone keep the Sanjorge family in their thoughts and prayers."" is survived by his wife Ingrid Sanjorge and his son Sten Sanjorge, Jr. 
""A great light in this world has been extinguished, yet he still casts a shadow,"" said Sanjorge, Jr.
 
","","",""
"87","Protest Turns Violent in Abila","DOC_ID:  623.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Marcella Trapani 
 PUBLISHED:  20-06-2009 
 LOCATION:  ABILA, Kronos 
 
 
A rally of hundreds of protestors allied with the ""Protectors of Kronos"" movement turned to violence today as angry activists vented their displeasure on the innocent citizens of Abila after hearing the news of POK leader Elian Karel's death.  Karel, who had been awaiting trial for tax evasion, was found dead in his jail cell yesterday morning.  
The POK assembly began peacefully enough with the usual chanted slogans and waving of protest signs, but then one young rabble-rouser grabbed a bullhorn and began inciting the crowd to violence.  The crowd smashed windows and vandalized shops in the Siopa area, set fires in the streets, and clashed with police.  Additional police forces responded to contain the chaos and they were forced to use rubber bullets and tear gas in order to disperse the crowds.
President Kapelou's office released a statement about the rally, stating, ""This sort of violence will not be condoned.  Destruction and violence is no way to achieve peace and change - these things are in opposition to each other.  The Protectors of Kronos must resume peaceful means; all other approaches are unjustifiable."" 
","DOC_ID:  14.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  21-06-2009 
 LOCATION:  ABILA, Kronos 
 
 
A rally of hundreds of protestors allied with the ""Protectors of Kronos"" movement turned to violence today as angry activists vented their displeasure on the innocent citizens of Abila after hearing the news of POK leader Elian Karel's death.   
The POK assembly began peacefully enough with the usual chanted slogans and waving of protest signs, but then one young rabble-rouser grabbed a bullhorn and began inciting the crowd to violence.
 
","","","",""
"88","Protestors Block Traffic to Tiskele Bend Fields","DOC_ID:  423.txt 
 SOURCE:  International News 
 AUTHOR:   
 PUBLISHED:  06-04-2005 
 LOCATION:  ABILA, Kronos 
 
 
More than a dozen POK protesters were handcuffed and taken into custody by police Tuesday for blocking access to the Tiskele Bend fields.  Before police made the arrests shortly after 9 a.m., the protesters were told they were breaking the law for trespassing on government property, blocking access to government-owned land, and impeding lawful commercial traffic.  
The protesters arrived at the entrance to the Tiskele Bend site about 5:30 a.m. and locked arms across the road for about three hours, despite being asked to leave by police.  As traffic on the road began to back up, several truck drivers began to leave their vehicles and congregate near the protesters.  Tempers began to flare as the blockade persisted into the second hour, and the drivers started shouting and cursing at the protesters to move out of the road.  Police officers quickly moved in and arrested the POK protesters before the situation could escalate to violence.
 
","DOC_ID:  781.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Marcella Trapani 
 PUBLISHED:  20-06-2005 
 LOCATION:  ABILA, Kronos 
 
 
More than a dozen POK protesters were handcuffed and taken into custody by police Tuesday for blocking access to the Tiskele Bend fields.  Before police made the arrests shortly after 9 a.m., the protesters were told they were breaking the law for trespassing on government property, blocking access to government-owned land, and impeding lawful commercial traffic. 
The protesters arrived at the entrance to the Tiskele Bend site about 5:30 a.m. and locked arms across the road for about three hours, despite being asked to leave by police.  As traffic on the road began to back up, several truck drivers began to leave their vehicles and congregate near the protesters.  Tempers began to flare as the blockade persisted into the second hour, and the drivers started shouting and cursing at the protesters to move out of the road.  Police officers quickly moved in and arrested the POK protesters before the situation could escalate to violence.  
""We appreciate citizens voicing their opinion, but the middle of a busy road is not the right forum for a discussion of our national environmental policy. We encourage our concerned citizens to follow the democratic process and contact their Assembly representatives,"" government spokesman Rufus Drymiau said in a statement.
 
","DOC_ID:  179.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  06-04-2005 
 LOCATION:  ABILA, Kronos 
 
 
More than a dozen POK protesters were handcuffed and taken into custody by police Tuesday for blocking access to the Tiskele Bend fields.  
The protesters arrived at the entrance to the Tiskele Bend site about 5:30 a.m. and locked arms across the road for about three hours, despite being asked to leave by police.
 
","","",""
"89","PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION","DOC_ID:  753.txt 
 SOURCE:  All News Today 
 AUTHOR:   
 PUBLISHED:  08-09-2012 
 LOCATION:  ABILA, Kronos 
 
 
Thousands of people lined the roads on Thursday in a display of antigovernment solidarity. 
Among the demonstrators was Mestache Vardshvna, 23, from the west coast of Kronos.  ""This is important, so I took time off from work to be a part of this important event."" 
He was one of many who wielded their power of free speech to voice their concern with the current lack of government transparency with public monies. 
Posters with colorful images of Elian Karel and Juliana Vann were reminders of the heavy toll already paid by leaders and innocents.  Karel was the prior leader of the Protectors of Kronos before his premature death in 2009.  His death, thought to be a murder by many, prompted annul rallies to bring the message of the Protectors of Kronos to the public.  Juliana Vann died in 1998 of cancer caused by environmental toxins in her drinking water.
 
","DOC_ID:  33.txt 
 SOURCE:  Homeland Illumination 
 AUTHOR:  Maha Salo 
 PUBLISHED:  07-09-2012 
 LOCATION:  ABILA, Kronos 
 
 
Thousands of people lined the roads on Thursday in a display of antigovernment solidarity.
Among the demonstrators was Mestache Vardshvna, 23, from the west coast of Kronos.   ""We're trying to get the attention of our government,"" he told the Homeland Illumination.  ""This is important, so I took time off from work to be a part of this important event.""
He was one of many who wielded their power of free speech to voice their concern with the current lack of government transparency with public monies.
""They need to be aware that we know what they're doing,"" added Vardshvna.  ""You can't just steal our money and think you can get away with it.""
Posters with colorful images of Elian Karel and Juliana Vann were reminders of the heavy toll already paid by leaders and innocents.  Karel was the prior leader of the Protectors of Kronos before his premature death in 2009.  His death, thought to be a murder by many, prompted annul rallies to bring the message of the Protectors of Kronos to the public.  Juliana Vann died in 1998 of cancer caused by environmental toxins in her drinking water.  She had just turned ten years old. 
","DOC_ID:  346.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  08-09-2012 
 LOCATION:  ABILA, Kronos 
 
 
Thousands of people lined the roads on Thursday in a display of antigovernment solidarity.  Karel was the prior leader of the Protectors of Kronos before his premature death in 2009.  His death, thought to be a murder by many, prompted annul rallies to bring the message of the Protectors of Kronos to the public.
 
","","",""
"90","RALLY SCHEDULED IN SUPPORT OF INCREASED GOVERNMENT ACCOUNTABILITY","DOC_ID:  135.txt 
 SOURCE:  All News Today 
 AUTHOR:   
 PUBLISHED:  09-04-2012 
 LOCATION:  ABILA, Kronos 
 
 
Silvia Marek, leader of the Protectors of Kronos social action organization is appealing to the citizens of Kronos to join her for a day of peaceful protest tomorrow.  Marek asks all concerned citizens to join her to bring awareness to the problem of political corruption and favoritism pervasive in the offices of the government of Kronos. 
""I'm calling for an end to the heinous corruption, the nepotism and the favoritism displayed by our elected officials""
 
","DOC_ID:  358.txt 
 SOURCE:  Homeland Illumination 
 AUTHOR:  Maha Salo 
 PUBLISHED:  20-09-2012 
 LOCATION:  ABILA, Kronos 
 
 
Silvia Marek, leader of the Protectors of Kronos social action organization is appealing to the citizens of Kronos to join her for a day of peaceful protest tomorrow.  Marek asks all concerned citizens to join her to bring awareness to the problem of political corruption and favoritism pervasive in the offices of the government of Kronos.
""I'm calling for an end to the heinous corruption, the nepotism and the favoritism displayed by our elected officials.  They [the officials] need to hear our voice and know that we demand change now.
The rally will be held in the Elodis city park at noon. 
","DOC_ID:  414.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  10-04-2012 
 LOCATION:  ABILA, Kronos 
 
 
Silvia Marek, leader of the Protectors of Kronos social action organization is appealing to the citizens of Kronos to join her for a day of peaceful protest tomorrow.
 
","","",""
"91","RANSOM DEMANDS MADE IN GASTECH KIDNAPPING","DOC_ID:  219.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  21-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, Jr.
 
","DOC_ID:  824.txt 
 SOURCE:  The World 
 AUTHOR:   
 PUBLISHED:  21-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, Jr.
As reported yesterday, it was speculated that Sanjorge, Jr. was the target of the kidnapping; however, Sanjorge, Jr. is safe back in Tethys.
The kidnapping group, The Protectors of Kronos, was founded in 1998 in Elodis, a rural township outside of the capital Abila. They have been protesting for clean water, human rights, and against the corruption of the Government of Kronos and GAStech International. They have become increasingly violent with their protests devolving into riots, fire bombings, vandalism, and looting.  
","DOC_ID:  310.txt 
 SOURCE:  Who What News 
 AUTHOR:   
 PUBLISHED:  21-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, Jr. however, Sanjorge, Jr. 
The kidnapping group, The Protectors of Kronos, was founded in 1998 in Elodis, a rural township outside of the capital Abila. They have been protesting for clean water, human rights, and against the corruption of the Government of Kronos and GAStech International.
 
","","",""
"92","SANJORGE JR CONDEMNS POK LIKE TERRORISTS","DOC_ID:  23.txt 
 SOURCE:  The General Post 
 AUTHOR:   
 PUBLISHED:  22-02-2009 
 LOCATION:  CENTRUM, Tethys 
 
 
An official declaration sent by Sten Sanjorge, president of the Jr and the CEO of international GASTech, condemns the protectors of Kronos like ""ilegítimate"" and organization of the ""terrorist"". The declaration came in answer to the meeting of the protest of Wednesday by the POK in the headquarters of GAStech - of Kronos.
Rough 200 people collected in front of the mottos singing of the building of GAStech and the samples that shook that they alleged people have died the debt the results of the contamination of a site that it perforated of GAStech. Sanjorge Jr responded to the demands of will refrán of the contamination of GAStech, ""We have worked untiring to solve - if it did not exceed - the international standards of the health been suitable upon with the government of Kronos before nobodies and everything being perforated.""
Ten demonstrators of POK were chained to the door of GAStech - Kronos except for entrance to the building.
In very long Sanjorge Jr. of the declaration presents to his discussion, ""if a person is arranged to violate in deprived characteristic, if a person is arranged to be chained to a door to avoid that a business works, if a person is arranged to break windows and to burn the cars in her own city, then that person is arranged to make any thing. And if a person is arranged to make any thing to obtain her goal of the end who presses fear in the common citizen. I fear what he will do later because I fear which he is able. When a people group uses fear and the violence to obtain its goals of the end is only one word for them there and that word is terrorist.""
The declaration concludes with Sanjorge Jr who demands that the government of the system of Kronos until assures ""not only the security my employees, only all the citizens of Kronos.""
 
","DOC_ID:  675.txt 
 SOURCE:  The Light of Truth 
 AUTHOR:   
 PUBLISHED:  21-02-2009 
 LOCATION:  CENTRUM, Tethys 
 
 
An official report released by Sten Sanjorge Jr., president and CEO of international GASTech, condemns the guards of Kronos as ""illegitimate"" and organization of ""terrorists"". The report came in response to the gathering from the protest from one Wednesday by the POK with the registered offices from GAStech - from Kronos.
Roughly 200 people met in front of the slogans of song of building of GAStech and the undulating signs pleading people died due the results of the contamination starting from a site of drilling of GAStech. Sanjorge, Jr. answered the complaints of the stating of contamination of GAStech, ""we [GAStech] worked about it tirelessly to meet - if not exceed - with the international standards of health agreed upon with the government of Kronos before and all drilling.""
Ten protesters of POK were connected with the door of GAStech - Kronos except the entry with the building. 
In Sanjorge Jr. prolonged of report  present its argument, ""if a person is laid out with infringe on the private property, if a person is been willing to be connected with a door to prevent businesses from then operating, if a person is been willing to break windows and to burn cars in her own city, this person is been willing to do anything. And if a person is been willing to do anything to achieve their goal of end which they run up against fear in the common citizen. I fear what they will do after because I fear of what they are able. When a group of people employ fear and violence to achieve their goals of end there is only one word for them and this word is terrorist.""
The report concludes with Sanjorge, Jr. requiring that the government of the whole of Kronos ensure until ""not only the safety of my employees, but all citizens of Kronos.""
 
","","","",""
"93","SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC","DOC_ID:  46.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  03-09-2013 
 LOCATION:  CENTRUM, Tethys 
 
 
After 52 years of being privately owned, Sten Sanjorge, Jr. is taking GAStech public. 
The company, founded in 1961 by Sten Sanjorge, Sr., said Monday it plans a stock offering that could place its value in the neighborhood of $3.75 billion.
 
","DOC_ID:  809.txt 
 SOURCE:  The World 
 AUTHOR:   
 PUBLISHED:  02-09-2013 
 LOCATION:  CENTRUM, Tethys 
 
 
After 52 years of being privately owned, Sten Sanjorge, Jr. is taking the natural gas exploration and production company GAStech International public. 
With an eye toward becoming even more of a world player in the gas industry, Sanjorge, Jr. is going public to generate working capital for further international expansion and exploration. 
The company, founded in 1961 by Sten Sanjorge, Sr., said Monday it plans a stock offering that could place its value in the neighborhood of $3.75 billion. The IPO is expected before the end of the year.
 
","","","",""
"94","Shale gas pioneer plans world's first offshore wells in Mediterranean Sea","DOC_ID:  751.txt 
 SOURCE:  International Times 
 AUTHOR:   
 PUBLISHED:  03-05-1984 
 LOCATION:   
 
 
<<Deleted Image: Anti-offshore drilling protester.  Exploration has proved a controversial issue in Kronos>>
Continue reading the main story	
The son of the founder of gas firm GAStech is planning a venture to drill in the Mediterranean Sea, the Times has learned.
Sten Sanjorge, Jr. believes there are large volumes of offshore gas that could be extracted.
Sanjorge and GAStech were awarded three licences by the Kronos government last month by the Ministry for Energy and Development and hopes to begin exploration soon.
""Certainly offshore gas isn't a new concept, but there's no reason with the Kronosian history of offshore development that we can't develop these resources offshore,"" he told the Times.
Shale gas is extracted using the controversial technique of hyper-acidic substrate removal which involves injecting acidic chemicals shale layers, to break them up and release the natural gas trapped within.
Hyper-acidic substrate removal has produced vast quantities of gas and oil in the West, transforming the energy market. But projects in Europe have been slow to take off, beset with opposition from government and local communities.
Sanjorge says it will be a short time before we know if offshore shale gas can be exploited.
Many environmentalists believe that hyper-acidic substrate removal can damage marine environments, and oppose the extraction of new fossil fuel resources. But drilling offshore avoids the need for difficult negotiations with local councils, communities and landholders.
Based on existing geological data, SanJorge believes that a considerable quantity of gas is in place - up to 100 trillion cubic feet, which would be more than GAStech's estimates for its onshore resources. There is also the possibility of finding oil.
GAStech has estimated that the Kronos total offshore shale gas resources could be between five and 10 times the size of the resources available onshore.
""We're very comfortable that the resource is there and the numbers are absolutely ginormous,"" SanJorge said. ""Is any of that exploitable? That's the billion dollar question, and GAStech is wiling to invest in the answer.""
Though it has only recently become controversial, hyper-acidic substrate removal has been used on a smaller scale for many years, to improve the flow from conventional oil and gas wells. But using the process on the large numbers of wells needed to extract offshore shale gas commercially has never been done.
Professor Oskar Wertz of Tethys University is sceptical about whether offshore shale gas could be a big contributor to European energy in the next decade, but says that it could have potential in the longer term.
""GAStech is being optimistic is its estimates of how long it will take to explore offshore shale. It's perfectly plausible that in 20, 30 or 40 years, the hyper-acidic substrate removal technology will have so advanced and the way in which we deal with the offshore environment will have so advanced that this could be a really big industry. The task in the next 10 years is to try these things out, see if they work.""  
","DOC_ID:  227.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  04-05-1984 
 LOCATION:   
 
 
<<Deleted Image: Anti-offshore drilling protester.  Exploration has proved a controversial issue in Kronos>> 
Continue reading the main story  
The son of the founder of gas firm GAStech is planning a venture to drill in the Mediterranean Sea, the Times has learned. believes there are large volumes of offshore gas that could be extracted. 
""Certainly offshore gas isn't a new concept, but there's no reason with the Kronosian history of offshore development that we can't develop these resources offshore,"" he told the Times. 
Shale gas is extracted using the controversial technique of hyper-acidic substrate removal which involves injecting acidic chemicals shale layers, to break them up and release the natural gas trapped within. 
GAStech has estimated that the Kronos total offshore shale gas resources could be between five and 10 times the size of the resources available onshore. But using the process on the large numbers of wells needed to extract offshore shale gas commercially has never been done.
 
","DOC_ID:  564.txt 
 SOURCE:  World Source 
 AUTHOR:   
 PUBLISHED:  03-05-1984 
 LOCATION:   
 
 
<<Deleted Image: Anti-offshore drilling protester.  Exploration has proved a controversial issue in Kronos>> 
Continue reading the main story  
The son of the founder of gas firm GAStech is planning a venture to drill in the Mediterranean Sea, the Times has learned. He believes there are large volumes of offshore gas that could be extracted. 
""Certainly offshore gas isn't a new concept, but there's no reason with the Kronosian history of offshore development that we can't develop these resources offshore,"" he told the Times. 
Shale gas is extracted using the controversial technique of hyper-acidic substrate removal which involves injecting acidic chemicals shale layers, to break them up and release the natural gas trapped within. 
Hyper-acidic substrate removal has produced vast quantities of gas and oil in the West, transforming the energy market. 
Sanjorge says it will be a short time before we know if offshore shale gas can be exploited. 
Based on existing geological data, SanJorge believes that a considerable quantity of gas is in place - up to 100 trillion cubic feet, which would be more than GAStech's estimates for its onshore resources. 
GAStech has estimated that the Kronos total offshore shale gas resources could be between five and 10 times the size of the resources available onshore. 
Though it has only recently become controversial, hyper-acidic substrate removal has been used on a smaller scale for many years, to improve the flow from conventional oil and gas wells. But using the process on the large numbers of wells needed to extract offshore shale gas commercially has never been done. 
Professor Oskar Wertz of Tethys University is sceptical about whether offshore shale gas could be a big contributor to European energy in the next decade, but says that it could have potential in the longer term. 
""GAStech is being optimistic is its estimates of how long it will take to explore offshore shale. It's perfectly plausible that in 20, 30 or 40 years, the hyper-acidic substrate removal technology will have so advanced and the way in which we deal with the offshore environment will have so advanced that this could be a really big industry.
 
","","",""
"95","SPONTANEOUS PROTESTS ERUPT AROUND ABILA","DOC_ID:  745.txt 
 SOURCE:  Central Bulletin 
 AUTHOR:   
 PUBLISHED:  21-06-2009 
 LOCATION:  ABILA, Kronos 
 
 
Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence.  
The activists are protesting the death yesterday of Elian Karel, a Protector of Kronos (POK) activist who died in jail after being arrested for tax evasion. However, the protests have turned violent with smashed windows and vandalized shops. 
Countless shop windows smashed in and around Siopa, the downtown shopping area. A general sense of chaos broke out with chanting protesters, fires, and fleeing citizens.  
A unifying theme of the protesters was the chanted slogans including ""Justice for Elian"" in reference to previously mentioned activist Elian Karel and ""Remember Juliana"", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination. The Protectors of Kronos must resume peaceful means.
 
","DOC_ID:  204.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  21-06-2009 
 LOCATION:  ABILA, Kronos 
 
 
Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence.  
A unifying theme of the protesters was the chanted slogans including ""Justice for Elian"" in reference to previously mentioned activist Elian Karel and ""Remember Juliana"", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination.
 
","DOC_ID:  185.txt 
 SOURCE:  The Abila Post 
 AUTHOR:   
 PUBLISHED:  20-06-2009 
 LOCATION:  ABILA, Kronos 
 
 
Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence. 
The activists are protesting the death yesterday of Elian Karel, a Protector of Kronos (POK) activist who died in jail after being arrested for tax evasion. However, the protests have turned violent with smashed windows and vandalized shops.
Countless shop windows smashed in and around Siopa, the downtown shopping area. A general sense of chaos broke out with chanting protesters, fires, and fleeing citizens. 
A unifying theme of the protesters was the chanted slogans including ""Justice for Elian"" in reference to previously mentioned activist Elian Karel and ""Remember Juliana"", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination. Several buildings were defaced with the above mentioned slogans as well.
The Kronos government issued a statement, ""This sort of violence will not be condoned. Destruction and violence is no way to achieve peace and change - these things are in opposition to each other. The Protectors of Kronos must resume peaceful means; all other approaches are unjustifiable.""
 
","","",""
"96","TAX MEASURE DEFEATED, POK EFFORTS STALLED","DOC_ID:  391.txt 
 SOURCE:  All News Today 
 AUTHOR:   
 PUBLISHED:  22-03-2001 
 LOCATION:  Abila, Kronos 
 
 
A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. 
This defeat is a harsh blow to the Protectors of Kronos, an Elodis group that was counting on this funding to provide healthcare and environment cleanup of their drinking and irrigation water. 
""We have a meeting planned with the Minister,"" Protectors of Kronos leader Henk Bodrogi told the Homeland Illumination. 
Bodrogi is the leader of the Protectors of Kronos, a grassroots environmental group with a mission to reverse the pollution caused by gas drilling in his hometown.
 
","DOC_ID:  134.txt 
 SOURCE:  Homeland Illumination 
 AUTHOR:  Maha Salo 
 PUBLISHED:  22-03-2001 
 LOCATION:  Abila, Kronos 
 
 
A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.
This defeat is a harsh blow to the Protectors of Kronos, an Elodis group that was counting on this funding to provide healthcare and environment cleanup of their drinking and irrigation water.
""We have a meeting planned with the Minister,"" Protectors of Kronos leader Henk Bodrogi told the Homeland Illumination.  ""Don't count us out yet.  We plan to improve the measure and Minister Nespola will reintroduce it later this year.""
Bodrogi is the leader of the Protectors of Kronos, a grassroots environmental group with a mission to reverse the pollution caused by gas drilling in his hometown. 
","DOC_ID:  606.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  22-03-2001 
 LOCATION:  Abila, Kronos 
 
 
A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.
 
","","",""
"97","TEN-YEAR OLD ELODIS GIRL DIES OF POISONING","DOC_ID:  293.txt 
 SOURCE:  Homeland Illumination 
 AUTHOR:  Petrus Gerhard 
 PUBLISHED:  19-08-1998 
 LOCATION:   
 
 
Earlier this year a series Homeland Illumination published a series of articles about groundwater contamination in Elodis, and how the locals are demanding a government response for what is essentially Government of Kronos-sponsored pollution and poisoning of citizens.  This article is an update.
ELODIS, Kronos - Ten-year old Juliana Vann died yesterday afternoon, surrounded by her family and friends.  The cause of death was leukemia due to benzene poisoning.
Juliana had been sick for over a year.  Initially her family didn't realize that benzene poisoning was the cause of Juliana's problems.  After visits to many hospitals, a doctor associated with the international assistance organization Wellness For All recommended Juliana be tests for benzene poisoning.  At that point, however, the little girl's system was too damaged to recover.
The residents of Elodis have been pleading with the government of Kronos to take action against the pollution caused by the GAStech gas drilling operation just 20 km upstream from Elodis.
Juliana's death is but one of several deaths this rural township has suffered because of toxic waste being dumped into the Tiskele River by Tethys corporation GAStech.
Private funeral services will be held on August 21 in the family home. 
","DOC_ID:  263.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  20-08-1998 
 LOCATION:  ELODIS, Kronos 
 
 
Ten-year old Juliana Vann died yesterday afternoon, surrounded by her family and friends.  After visits to many hospitals, a doctor associated with the international assistance organization Wellness For All recommended Juliana be tests for benzene poisoning.
 
","","","",""
"98","THE DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN","DOC_ID:  101.txt 
 SOURCE:  Daily Pegasus 
 AUTHOR:   
 PUBLISHED:  11-11-2012 
 LOCATION:  ABILA, Kronos 
 
 
A heavy rain did not stop to thousands of citizens to assure its voices was heard last Wednesday.
An open microphone was installed in the common fields of the city with the loudspeakers installed around the area.  The POK leader Silvia Marek opened to assembly with a short speech that he indicated that the demands of the citizens of Kronos are nonnegotiable, and the civil employees of the government must and immediately unconditional institute a program of the responsibility of the government, proveído of personnel with the people chosen with a international-supervised vote of the citizens of Kronos, and will be responsible for the negligence of the money of the contributor.
With that one, it invited to each one that did its voices heard.
There was shortage of impatient no people to have his opinion.  Histories extended of the qualified workers who were passed over for the works that were given in last instance to a member of the family of an official of the government, to a woman greater than he asked for financial aid after his died husband of the associated disease to contaminated water.  
""They said to Me that [its outside right death] the cost to make business,"" she said through his tears.
 
","DOC_ID:  840.txt 
 SOURCE:  The Orb 
 AUTHOR:   
 PUBLISHED:  12-11-2012 
 LOCATION:  ABILA, Kronos 
 
 
A strong rain did not stop thousands of citizens ensuring their voices was heard last Wednesday.
An open microphone was established in the communal grounds of city with loudspeakers established around the sector.  The Chief Silvia Marek of POK opened to the assembly with a speech short informant that the requests of the citizens of Kronos are unnegotiable, and the civils servant of the government immediately must and without reserve to institute a programme of responsibility for government, provided of personnel with people elected by a international-supervised voice of the citizens of Kronos, and will be responsible for the inadvertency of the moneys of taxpayer.
With that, it invited each one to make their heard voices.
There was no lack of people eager to have their word.  The stories extended from the skilled workers having passed above for work which was finally given to a member of family of a civil servant of government, to an old woman who asked for the financial assistance after her dead husband of the disease related to soiled water.  
""They indicated to me that it [its death] was right the cost to make deals,"" it said by its tears. 
","","","",""
"99","THE THREATS PUBLISHED BY POK","DOC_ID:  610.txt 
 SOURCE:  Athena Speaks 
 AUTHOR:   
 PUBLISHED:  10-03-2012 
 LOCATION:  ABILA, Kronos 
 
 
ABILA, Kronos - letters claimed to be from guards of Kronos (POK) were received by Vincent Kapelou, minister of health and nephew of President Kapelou. The menacing letters seem to be the empty threats of a attention-seeking organization and nothing more.
Mr. said Kapelou, of the ""chances are this is nothing, but we will not take any chance."" Nevertheless it doubled the size of its personal force of safety in reply to the letters.
These kinds of threats reinforces only the fact that the POK are ""a public threat"" to quote President Kapelou.
 
","DOC_ID:  258.txt 
 SOURCE:  The Explainer 
 AUTHOR:   
 PUBLISHED:  09-03-2012 
 LOCATION:  ABILA, Kronos 
 
 
The tried letters to be of the protectors of Kronos (POK) have been received by Vincent Kapelou, minister of the health and nephew of president Kapelou. The threatening letters nothing else appear to be the empty threats of an organization attention-whom it looks for and.
Mr. said Kapelou, the ""occasions is this one is not nothing, but we are not going to take no occasions."" Despite him it has doubled the size of his personal force of the security in answer to the letters.
These classes of threats reinforce only the fact that the POK are a ""public threat"" to quote to president Kapelou.
 
","","","",""
